Substance Number;Common Name;Chemical Name;CAS Number;DOT Number;SHHS List;synonym;Source 1;CA;CO;MU;TE;F4;F3;F2;R4;R3;R2;R1;Source 2;Source 3;Source 4;Source 5;Source 6;Source 7;Source 8;Source 14;Source 15;Source 17;Source 18;Source 19;Source 20;Source 21;Source 22;non prefix
;ALUMINUM LITHIUM HYDRIDE     see  LITHIUM ALUMINUM HYDRIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALUMINUMLITHIUMHYDRIDE
;2,5 FURANDIONE     see  MALEIC ANHYDRIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FURANDIONE
;MANGANESE ETHYLENEBIS[DITHIOCARBAMATE]     see   MANEB;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MANGANESEETHYLENEDITHIOCARBAMATE
;3-METHYLPHENOL     see   m-CRESOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLPHENOL2
;METHIOCARB     see  MERCAPTODIMETHUR;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHIOCARB
;MERCURY ACETATE     see  MERCURIC ACETATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MERCURYACETATE
;MERCURY CYANIDE     see  MERCURIC CYANIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MERCURYCYANIDE
;MERCURY IODIDE     see  MERCURIC IODIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MERCURYIODIDE
;MERCURY BISULFATE     see  MERCURIC SULFATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MERCURYBISULFATE
;MERCURIC SULFOCYANATE     see  MERCURY THIOCYANATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MERCURICSULFOCYANATE
;MERCURIC THIOCYANATE     see  MERCURY THIOCYANATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MERCURICTHIOCYANATE
;METHANESULFONIC ACID, ETHYL ESTER      see  ETHYL METHANESULFONATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHANESULFONICACIDETHYLESTER
;ETHANE, 1,1,1-TRICHLORO-2,2-BIS(p-METHOXYPHENYL)-     see  METHOXYCHLOR;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHANETRICHLOROBISMETHOXYPHENYL
;ETHYLENE GLYCOL MONOMETHYL ETHER     see  2-METHOXYETHANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLENEGLYCOLMONOMETHYLETHER
;METHYL CELLOSOLVE     see  2-METHOXYETHANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLCELLOSOLVE
;ETHYLENE GLYCOL MONOMETHYL ETHER ACETATE     see  2-METHOXYETHYL ACETATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLENEGLYCOLMONOMETHYLETHERACETATE
;METHYL CELLOSOLVE ACETATE     see  2-METHOXY-ETHYL ACETATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLCELLOSOLVEACETATE
;HYDROQUINONE MONOMETHYL ETHER     see  4-METHOXYPHENOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDROQUINONEMONOMETHYLETHER
;PROPYNE     see  METHYL ACETYLENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPYNE
;METHACRYLONITRILE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHACRYLONITRILE
;METHANOL     see  METHYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHANOL
;WOOD ALCOHOL     see  METHYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;WOOD ALCOHOL
;3-CHLORO-2-METHYL -1-PROPENE     see  METHYL ALLYL CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLOROMETHYLPROPENE2
;sec-HEXYL ACETATE     see  METHYL AMYL ACETATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXYLACETATE
;METHYL ISOBUTYL CARBINOL     see  METHYL AMYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLISOBUTYLCARBINOL
;MONOMETHYLANILINE     see  METHYLANILINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MONOMETHYLANILINE
;BROMOMETHANE     see  METHYL BROMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BROMOMETHANE
;CHLOROMETHANE     see  METHYL CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLOROMETHANE
;1,1,1-TRICHLOROETHANE     see  METHYL CHLOROFORM;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRICHLOROETHANE1
;METHYL CHLOROCARBONATE     see  METHYL CHLOROFORMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLCHLOROCARBONATE
;MECRYLATE     see  METHYL-2-CYANOACRYLATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MECRYLATE
;HEXAHYDROCRESOL     see  METHYL CYCLOHEXANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXAHYDROCRESOL
;MANGANESE, TRICARBONYLMETHYL-CYCLOPENTADIENYL     see  METHYLCYCLOPENTADIENYL MANGANESE TRICARBONYL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MANGANESETRICARBONYLMETHYLCYCLOPENTADIENYL
;DICYCLOHEXYLMETHANE-4,4'-DIISOCYANATE     see  METHYLENE BIS(4-CYCLOHEXYLISOCYANATE);;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICYCLOHEXYLMETHANEDIISOCYANATE
;4,4'-METHYLENE BIS(N,N-DIMETHYL ANILINE)     see  4,4'-METHYLENEBIS(N,N-DIMETHYLBENZENAMINE);;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLENEBISNNDIMETHYLANILINE
;DIPHENYLMETHANE-4,4'-DIISOCYANATE     see  METHYLENE BISPHENYL ISOCYANATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIPHENYLMETHANEDIISOCYANATE
;MDI     see   METHYLENE BISPHENYL ISOCYANATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MDI
;DIBROMOMETHANE     see  METHYLENE BROMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBROMOMETHANE
;METHANE, DIBROMO-     see  METHYLENE BROMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHANEDIBROMO
;DICHLOROMETHANE     see  METHYLENE CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLOROMETHANE
;METHANE, DICHLORO-     see  METHYLENE CHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHANEDICHLORO-
;4,4'-DIAMINODIPHENYLMETHANE     see  4,4'-METHYLENE DIANILINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIAMINODIPHENYLMETHANE
;2-BUTANONE     see  METHYL ETHYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTANONE
;ETHYL METHYL KETONE     see  METHYL ETHYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLMETHYLKETONE
;METHYL ACETONE     see   METHYL ETHYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYL ACETONE
;2-BUTANONE PEROXIDE     see  METHYL ETHYL KETONE PEROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTANONEPEROXIDE
;MEKP     see  METHYL ETHYL KETONE PEROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MEKP
;4-METHYL-2-PENTANONE     see  METHYL ISOBUTYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLPENTANONE
;HEXONE     see  METHYL ISOBUTYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEXONE
;ISOPROPYLACETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISOPROPYLACETONE
;3-METHYLBUTAN-2-ONE     see  METHYL ISOPROPYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLBUTANONE
;METHANETHIOL     see  METHYL MERCAPTAN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHANETHIOL
;AMYLMETHYLKETONE     see  METHYL n-AMYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMYLMETHYLKETONE
;METHYL PENTYL KETONE     see  METHYL n-AMYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLPENTYLKETONE
;METHYL ORTHOSILICATE     see  METHYL SILICATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLORTHOSILICATE
;TETRAMETHOXYSILANE     see  METHYL SILICATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETRAMETHOXYSILANE
;PARATHION-METHYL     see  METHYL PARATHION;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PARATHIONMETHYL
;DICHLOROMETHYLPHENYL SILANE     see  METHYLPHENYLDICHLOROSILANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLOROMETHYLPHENYSILANE
;ETHYL ACETONE     see  METHYL PROPYL KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLACETONE
;N-METHYL-N-NITROSOURETHANE     see  N-METHYL-N-NITROSOETHYLCARBAMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NMETHYLNNITROSOURETHANE
;N-NITROSO-N-METHYLURETHANE     see  N-METHYL-N-NITROSOETHYLCARBAMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSONMETHYLURETHANE
;TETRAMETHYLDIAMINOBENZOPHENONE     see  MICHLER'S KETONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETRAMETHYLDIAMINOBENZOPHENONE
;TAR CAMPHOR     see  NAPHTHALENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TARCAMPHOR
;beta-NAPHTHYLAMINE     see  2-NAPHTHYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NAPHTHYLAMINE5
;alpha-NAPHTHYLAMINE     see  1-NAPHTHYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NAPHTHYLAMINE4
;1-BUTANOL     see  n-BUTYL ALCOHOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTANOL
;BUTYL LACTATE     see  n-BUTYL LACTATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTYLLACTATE1
;2-N-DIBUTYLAMINOETHANOL     see  DIBUTYLAMINOETHANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIBUTYLAMINOETHANOL2
;AMMONIUM NICKEL SULFATE     see  NICKEL AMMONIUM SULFATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMMONIUMNICKELSULFATE
;NITROBENZOL     see  NITROBENZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROBENZOL
;OIL of MIRBANE     see  NITROBENZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;OILMIRBANE
;COLLODION     see  NITROCELLULOSE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;COLLODION
;NITROGEN PEROXIDE     see  NITROGEN DIOXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROGENPEROXIDE
;MECHLORETHAMINE     see  NITROGEN MUSTARD;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;MECHLORETHAMINE
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GLYCERYL TRINITRATE     see  NITROGLYCERIN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;GLYCERYLTRINITRATE
;PICRITE     see  NITROGUANIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PICRITE
;NITROMURIATIC ACID     see  NITROHYDROCHLORIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROMURIATICACID
;DIETHANOLNITROSAMINE     see  N-NITROSO-DIETHANOLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHANOLNITROSAMINE
;NITROSODIETHANOLAMINE     see  N-NITROSO-DIETHANOLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSODIETHANOLAMINE
;NITROSODIETHYLAMINE     see   N-NITROSO-DIETHYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSODIETHYLAMINE1
;NITROSODIMETHYLAMINE     see   N-NITROSO-DIMETHYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSODIMETHYLAMINE1
;1-BUTANAMINE, N-BUTYL-N-NITROSO-     see  N-NITROSO-DI-n-BUTYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUTANAMINENBUTYLNNITROSO
;DI-N-PROPYLNITROSAMINE     see  N-NITROSODI-n-PROPYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DINPROPYLNITROSAMINE
;NITROSOMORPHOLINE     see   N-NITROSOMORPHOLINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSOMORPHOLINE1
;N-ETHYL-N-NITROSOUREA     see  N-NITROSO-N-ETHYLUREA;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLNNITROSOUREA
;NITROSO-N-ETHYLUREA     see   N-NITROSO-N-ETHYLUREA;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROSONETHYLUREA1
;N-METHYL-N-NITROSOUREA     see  N-NITROSO-N-METHYLUREA;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLNNITROSOUREA
;2-METHYL PHENOL    see   o-CRESOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLPHENOL1
;PERFLUORO-2-BUTENE     see  OCTAFLUOROBUT-2-ENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFLUOROBUTENE
;PERFLUOROPROPANE     see  OCTAFLUOROPROPANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERFLUOROPROPANE
;n-OCTYL MERCAPTAN     see  1-OCTANETHIOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;OCTYLMERCAPTAN
;2-PHENYLPHENOL     see   o-PHENYLPHENOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHENYLPHENOL1
;o-TOLUIDINE,5-NITRO-     see   5-NITRO-o-TOLUIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOLUIDINENITRO
;1,3-PROPANE SULTONE     see  1,2-OXATHIOLANE 2,2-DIOXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPANESULTONE2
;PROPANE SULTONE     see  1,2-OXATHIOLANE 2,2-DIOXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPANESULTONE1
;FLUORINE MONOXIDE     see  OXYGEN DIFLUORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FLUORINEMONOXIDE
;DIETHYL-p-NITROPHENYLPHOSPHATE     see  PARAOXON;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIETHYLNITROPHENYLPHOSPHATE
;ETHYL PARATHION     see  PARATHION;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLPARATHION
;BENZOQUINONE     see  p-BENZOQUINONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZOQUINONE1
;QUINONE     see  p-BENZOQUINONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;QUINONE
;p-BENZOQUINONE, 2,3,5-TRIS(1-AZIRIDINYL)-     see  2,3,5-TRIS(1-AZIRIDINYL)-p-BENZOQUINONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZOQUINONETRISAZIRIDINYL
;TRIAZIQUONE     see  2,3,5-TRIS(1-AZIRIDINYL)-p-BENZOQUINONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRIAZIQUONE
;CRESIDINE     see  p-CRESIDINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CRESIDINE1
;4-METHYLPHENOL     see  p-CRESOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLPHENOL3
;ACETYL ACETONE     see  PENTANE-2,4-DIONE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACETYLACETONE
;TRICHLOROMETHANESULFENYL CHLORIDE     see  PERCHLOROMETHYL MERCAPTAN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRICHLOROMETHANESULFENYLCHLORIDE
;PERACETIC ACID     see  PEROXYACETIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERACETICACID
;ACETOPHENETIDIN     see  PHENACETIN;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACETOPHENETIDIN
;CARBOLIC ACID     see  PHENOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CARBOLICACID
;BENZYL CYANIDE     see  PHENYLACETONITRILE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZYLCYANIDE
;TRICHLOROPHENYLSILANE     see  PHENYL TRICHLOROSILANE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRICHLOROPHENYLSILANE
;CARBONYL CHLORIDE     see  PHOSGENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CARBONYLCHLORIDE
;HYDROGEN PHOSPHIDE     see  PHOSPHINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDROGENPHOSPHIDE
;PHOSPHINE SULFIDE, TRIS(1-AZIRIDINYL)-     see  TRIS(1-AZIRIDINYL)PHOSPHINE SULFIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSPHINESULFIDETRISAZIRIDINYL
;PHOSPHORUS YELLOW     see  PHOSPHORUS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSPHORUSYELLOW
;WHITE PHOSPHORUS     see   PHOSPHORUS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;WHITEPHOSPHORUS
;PHOSPHORUS BROMIDE     see  PHOSPHORUS TRIBROMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSPHORUSBROMIDE
;PHOSPHORUS CHLORIDE     see  PHOSPHORUS TRICHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHOSPHORUSCHLORIDE
;1,2-BENZENDICARBOXYLIC ANHYDRIDE     see  PHTHALIC ANHYDRIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZENDICARBOXYLICANHYDRIDE
;PIPERAZINE HYDROCHLORIDE     see  PIPERAZINE DIHYDROCHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PIPERAZINEHYDROCHLORIDE
;PINDONE     see  PIVAL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PINDONE
;4-NITROANILINE     see  p-NITROANILINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;NITROANILINE1
;ACCELERINE     see  p-NITROSODIMETHYLANILINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACCELERINE
;CHLORODIPHENYL     see  POLYCHLORINATED BIPHENYLS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLORODIPHENYL
;PCB     see  POLYCHLORINATED BIPHENYLS;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCB
;CHLORATE OF POTASH     see  POTASSIUM CHLORATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHLORATEPOTASH
;POTASSIUM DICHLORO-S-TRIAZINETRIONE     see  POTASSIUM DICHLOROISOCYANURATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;POTASSIUMDICHLOROSTRIAZINETRIONE
;TROCLOSENE POTASSIUM     see  POTASSIUM DICHLOROISOCYANURATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;TROCLOSENEPOTASSIUM
;POTASSIUM BICHROMATE     see  POTASSIUM DICHROMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;POTASSIUMBICHROMATE
;POTASSIUM BIFLUORIDE     see  POTASSIUM HYDROGEN FLUORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;POTASSIUMBIFLUORIDE
;POTASSIUM BISULFATE     see  POTASSIUM HYDROGEN SULFATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;POTASSIUMBISULFATE
;CAUSTIC POTASH     see  POTASSIUM HYDROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CAUSTICPOTASH
;POTASSIUM HYDRATE     see  POTASSIUM HYDROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;POTASSIUMHYDRATE
;SALTPETER     see  POTASSIUM NITRATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SALTPETER
;PERMANGANATE OF POTASH     see  POTASSIUM PERMANGANATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PERMANGANATEOFPOTASH
;POTASSIUM HEXAFLUOROSILICATE     see  POTASSIUM SILICOFLUORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;POTASSIUMHEXAFLUOROSILICATE
;3,5-DICHLORO-N-(1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE     see  PRONAMIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;DICHLORODIMETHYLPROPYNYLBENZAMIDE
;ALLENE     see  PROPADIENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALLENE
;n-PROPYL MERCAPTAN     see  1-PROPANETHIOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPYLMERCAPTAN
;ETHYL CYANIDE     see  PROPIONITRILE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;ETHYLCYANIDE
;BAYGON     see  PROPOXUR;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BAYGON
;1-PROPANAMINE     see  PROPYLAMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPANAMINE
;PROPYLENE CHLOROHYDRIN     see  1-CHLORO-2-PROPANOL;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROPYLENECHLOROHYDRIN
;1-METHOXY-2-PROPANOL     see  PROPYLENE GLYCOL MONOMETHYL ETHER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHOXYPROPANOL
;2-METHYL AZIRIDINE     see  PROPYLENE IMINE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;METHYLAZIRIDINE
;PENTACHLORONITROBENZENE     see  QUINTOZENE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENTACHLORONITROBENZENE
;BENZENE, 1,2-METHYLENEDIOXY-4-ALLYL-     see  SAFROLE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;BENZENEMETHYLENEDIOXYALLYL
;SELENIUM DIOXIDE     see  SELENIUM OXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SELENIUMDIOXIDE
;SILICA, CRYSTALLINE-QUARTZ     see  SILICA, QUARTZ;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SILICACRYSTALLINEQUARTZ
;FLUOROSILICIC ACID     see  SILICOFLUORIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FLUOROSILICIC ACID
;HYDROFLUOROSILICIC ACID      see   SILICOFLUORIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;HYDROFLUOROSILICICACID
;SAND ACID     see   SILICOFLUORIC ACID;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAND ACID
;SILICON CHLORIDE     see  SILICON TETRACHLORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SILICONCHLORIDE
;SILANE     see  SILICON TETRAHYDRIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SILANE
;SODIUM HYDROGEN SULFITE     see  SODIUM BISULFITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMHYDROGENSULFITE
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SODIUM BICHROMATE     see  SODIUM DICHROMATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMBICHROMATE
;SODIUM HYDROSULFITE     see  SODIUM DITHIONITE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMHYDROSULFITE
;FLUOROACETIC ACID, SODIUM SALT     see  SODIUM FLUOROACETATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;FLUOROACETICACIDSODIUM
;SODIUM SILICOFLUORIDE     see  SODIUM FLUOROSILICATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMSILICOFLUORIDE
;SODIUM BIFLUORIDE     see  SODIUM HYDROGEN FLUORIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMBIFLUORIDE
;SODIUM BISULFIDE     see  SODIUM HYDROSULFIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMBISULFIDE
;CAUSTIC SODA     see   SODIUM HYDROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CAUSTIC SODA
;SODIUM HYDRATE     see  SODIUM HYDROXIDE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMHYDRATE
;SODIUM METHOXIDE     see  SODIUM METHYLATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;SODIUMMETHOXIDE
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PHENYLETHYLENE     see  STYRENE MONOMER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;PHENYLETHYLENE
;VINYL BENZENE     see  STYRENE MONOMER;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;VINYLBENZENE
;CDEC     see   SULFALLATE;;;;;syn;;;;;;;;;;;;;;;;;;;;;;;;;;;;CDEC
